1188,332,食品经营许可企业的基本情况信息，包括许可证编号、企业名称、注册地等,政府办事,食品，经营,卫生健康,医药卫生管理,机构职能,普遍公开,2017-03-16,2017-11-17,上海市食品药品监督管理局
4800,1821,食品经营单位信息-食品流通企业基本信息，包括许可证号、企业名称、地址等,政府办事,食品经营，食品流通，企业,卫生健康,医药卫生管理,业务类,特定公开,2015-10-27,2017-11-17,上海市食品药品监督管理局
3027,530,食药监机构信息，包含机构名称、地址、机构类型、服务时间等内容,政府办事,食药监.机构,卫生健康,医药卫生管理,机构职能,特定公开,2015-01-23,2017-11-17,上海市食品药品监督管理局
3223,354,数据产品名称 ： 矿产资源勘查许可证审批与地质调查项目登记,政府办事,矿产资源勘查许可证审批与地质调查项目登记,资源环境,矿藏,业务类,普遍公开,2015-01-30,2017-11-17,上海市规划和国土资源管理局
1839,297,探矿许可证信息 主要内容：申请人、许可证编号、区域坐标、发证日期,政府办事,探矿许可证信息.申请人.许可证编号.区域坐标.发证日期,城市建设,矿藏,业务类,普遍公开,2012-12-20,2017-11-17,上海市规划和国土资源管理局
2576,323,地质灾害防治单位名录 主要内容：单位名称、类别、等级、地址、证书编号等,政府办事,地质灾害防治单位名录.单位名称.类别.等级.地址.证书编号,城市建设,矿藏,机构职能,普遍公开,2012-12-20,2017-11-17,上海市规划和国土资源管理局
2045,282,数据产品名称： 地质灾害治理工程勘察、设计、施工、监理单位资审批,政府办事,地质灾害治理工程勘察、设计、施工、监理单位资质审批,资源环境,矿藏,业务类,普遍公开,2015-01-30,2017-11-17,上海市规划和国土资源管理局
2180,384,上海市规划和国土资源管理 数据产品名称：地质勘查审批备案信息,政府办事,地质勘查资质注册登记,资源环境,矿藏,业务类,普遍公开,2015-01-30,2017-11-17,上海市规划和国土资源管理局
2752,374,采矿许可证信息 主要内容：许可证号、申请人、办公地址、最终产品、电话、邮编、法人代表、矿种、有效期、发证日期,政府办事,采矿许可证信息.许可证号.申请人.办公地址.最终产品.电话.邮编.法人代表.矿种.有效期.发证日期,资源环境,矿藏,业务类,普遍公开,2012-12-20,2017-11-17,上海市规划和国土资源管理局
2218,382,城乡规划编制资质单位名录 主要内容：资质等级、证书编号、地址、证书有效期起始年、证书有效期终止年、单位名称、状态,政府办事,城乡规划编制资质单位名录.资质等级.证书编号.地址.证书有效期起始年.证书有效期终止年.单位名称.状态,城市建设,城乡规划,机构职能,普遍公开,2012-12-20,2017-11-17,上海市规划和国土资源管理局
3184,577,全市规土局、协会名录 主要内容：单位名称、地址、联系电话,政府办事,全市规土局、协会名录.单位名称.地址.联系电话,机构团体,城乡规划,机构职能,普遍公开,2012-12-20,2017-11-17,上海市规划和国土资源管理局
28120,20652,上海市基础测绘成果 主要内容：产品分类、产品名称、覆盖范围、更新周期、数据格式、坐标系统、单价,政府办事,产品分类.产品名称.覆盖范围.更新周期.数据格式.坐标系统.单价,城市建设,城乡规划,业务类,普遍公开,2012-12-20,2017-11-17,上海市规划和国土资源管理局
3552,781,历史成交地块信息 主要内容：地块名称、四至范围、出让面积、规划用途、容积率、出让年限、现状条件、竞得价、竞得人、竞得日期,政府办事,历史成交地块信息.地块名称.四至范围.出让面积.规划用途.容积率.出让年限.现状条件.竞得价.竞得人.竞得日期,城市建设,土地,业务类,普遍公开,2012-12-20,2017-11-17,上海市规划和国土资源管理局
2984,560,当前交易地块信息 主要内容：地块名称、四至范围、出让面积、规划用途、容积率、出让年限、现状条件,政府办事,当前交易地块信息.地块名称.四至范围.出让面积.规划用途.容积率.出让年限.现状条件,城市建设,土地,业务类,普遍公开,2012-12-20,2017-11-17,上海市规划和国土资源管理局
3620,1349,测绘行业名录 主要内容：工程测量单位、互联网地图服务单位、测绘资质单位等,政府办事,测绘行业名录.规划定线测量单位.规划竣工测量单位.地理信息测量单位.互联网地图服务单位.地下管线测绘资质单位.外省市来沪测绘单位,城市建设,城乡规划,机构职能,普遍公开,2012-12-20,2017-11-17,上海市规划和国土资源管理局
2658,418,测绘资质单位名录 主要内容：甲级、乙级、丙级、丁级 上海市规划和国土资源管理局,政府办事,测绘资质单位名录.甲级.乙级.丙级.丁级,城市建设,城乡规划,机构职能,普遍公开,2012-12-20,2017-11-17,上海市规划和国土资源管理局
3488,553,采矿权信息，采矿证编号，采矿权人，地址，矿山名称，经济类型，开采矿种,政府办事,采矿许可证审批,资源环境,矿藏,业务类,普遍公开,2015-01-30,2017-11-17,上海市规划和国土资源管理局
5947,1786,上海市工业园区的园区名称、园区地址、园区网址、园区联系电话等相关信息,政府办事,园区名称.地址.类型.网址.联系电话,经济建设,工业,业务类,普遍公开,2014-11-07,2017-11-17,上海市经济和信息化委员会
2448,396,上海市中小企业公共服务示范平台名录.市经信委（中小企业办）组织认定、复核的上海市中小企业公共服务示范平台名单及联系方式,政府办事,上海市中小企业公共服务示范平台名录,经济建设,工业,业务类,普遍公开,2015-10-27,2017-11-17,上海市经济和信息化委员会
3697,669,上海市中小企业服务机构名录.市经信委（中小企业办）组织认定、复核的上海市中小企业服务机构名单及联系方式.,政府办事,上海市.中小企业.服务机构,经济建设,工业,业务类,普遍公开,2015-10-27,2017-11-17,上海市经济和信息化委员会
1756,276,地下水位观测井相关信息,政府办事,地下水位观测井,资源环境,国土资源与能源综合类,业务类,普遍公开,2016-06-14,2017-11-17,上海市规划和国土资源管理局
2319,400,国家级新型工业化产业示范基地.包含国家级新型工业化产业示范基地名称、地址、电话、传真.,政府办事,国家级.新型工业化产业.示范基地,经济建设,工业,业务类,普遍公开,2015-10-27,2017-11-17,上海市经济和信息化委员会
1866,214,区县/所属分园/试点单位/细分领域 包括生物医药/互联网/工业机器人等,政府办事,区县，所属分园，试点单位，细分领域,经济建设,经济发展计划,业务类,普遍公开,2016-10-24,2017-11-17,上海市经济和信息化委员会
2243,518,上海“工业云”创新服务试点企业，试点企业名称、平台名称和网址、服务行业或领域、平台功能和用户数等信息,政府办事,上海.工业云.创新服务.试点,经济建设,信息产业综合类,业务类,普遍公开,2015-10-27,2017-11-17,上海市经济和信息化委员会
2826,305,2016年度合同能源管理领域专项资金分配结果.涉及专项资金分配对象、分配金额.,政府办事,2016.合同能源管理.专项资金,经济建设,工业,业务类,普遍公开,2015-10-27,2017-11-17,上海市经济和信息化委员会
2133,289,2016年度工业节能技改领域专项资金分配结果.包括2016年度工业节能技改领域专项资金分配结果,政府办事,2016.工业.节能技改.专项资金.分配,经济建设,工业,业务类,普遍公开,2015-10-27,2017-11-17,上海市经济和信息化委员会
2557,308,2016年度清洁生产领域专项资金分配结果.包含2016年度清洁生产领域专项资金分配结果.专项资金分配对象、分配金额.,政府办事,2016.清洁生产.专项资金.分配结果,经济建设,工业,业务类,普遍公开,2015-10-27,2017-11-17,上海市经济和信息化委员会
2409,344,2014年度信息化发展领域专项资金分配结果.包含专项资金分配对象、分配金额.,政府办事,2014.信息化发展.专项资金.分配,经济建设,信息产业综合类,业务类,普遍公开,2015-10-27,2017-11-16,上海市经济和信息化委员会
2955,550,上海市法人网上身份统一认证网点的网点地址、服务时间、联系电话等,政府办事,网点地址.服务时间.联系电话,机构团体,信息产业综合类,业务类,普遍公开,2014-11-07,2017-11-16,上海市经济和信息化委员会
3292,502,两化融合研究中心和重点实验室.包含两化融合研究中心和重点实验室名称、地址、业务范围,政府办事,两化融合.研究中心.重点实验室,经济建设,信息产业综合类,业务类,普遍公开,2015-10-27,2017-11-16,上海市经济和信息化委员会
4041,1295,上海市智慧城市体验中心，包括体验中心名称、地址、简要介绍、联系电话等有关信息。,政府办事,智慧城市.体验.中心,城市建设,信息产业综合类,业务类,普遍公开,2015-10-27,2017-11-16,上海市经济和信息化委员会
2722,474,智慧社区试点单位，信息内容包括社区名称、地址、概括等有关内容,政府办事,智慧社区.试点单位,城市建设,信息产业综合类,业务类,普遍公开,2015-10-27,2017-11-16,上海市经济和信息化委员会
4439,967,智慧园区，包括园区名称、地址、类型、主导产业、联系方式等有关信息,政府办事,智慧园区,经济建设,信息产业综合类,业务类,普遍公开,2015-10-27,2017-11-16,上海市经济和信息化委员会
2750,404,智慧村庄试点单位，包括村庄名称、地址、概括等村庄信息，各村庄信息系统涉及范围。,政府办事,智慧村庄.试点单位,城市建设,信息产业综合类,业务类,普遍公开,2015-10-27,2017-11-16,上海市经济和信息化委员会
1365,128,为落实《信息化和工业化深度融合专项行动计划（2013-2018年）》（工信部信〔2013〕317号）的工作部署，推动两化融合管理体系贯标试点工作，2015年，工业和信息化部遴选确定了600家企业作为两化融合管理体系贯标试点企业。,学校教育与终身教育,序号、公司名称,经济建设,工业,业务类,普遍公开,2016-10-20,2017-11-16,上海市经济和信息化委员会
